# Coluna1	Coluna2	Coluna3
-0.10544	0.05340	0.05899
-0.10509	0.05318	0.05868
-0.10246	0.05254	0.05903
-0.10170	0.05240	0.05925
-0.11514	0.05502	0.05379
-0.11755	0.05550	0.05270
-0.11489	0.05501	0.05347
-0.11511	0.05528	0.05356
-0.11295	0.05580	0.05480
-0.11295	0.05580	0.05480
-0.11168	0.05553	0.05556
-0.11093	0.05550	0.05460
-0.11165	0.05573	0.05314
-0.11145	0.05565	0.05290
-0.10929	0.05617	0.05414
-0.10916	0.05622	0.05392
-0.10805	0.05586	0.05383
-0.10703	0.05576	0.05387
-0.10755	0.05600	0.05215
-0.10755	0.05600	0.05215
-0.10829	0.05543	0.05140
-0.10541	0.05527	0.05244
-0.10245	0.05534	0.05339
-0.10165	0.05490	0.05215
-0.09985	0.05858	0.05087
-0.09972	0.06018	0.04852
-0.09803	0.06233	0.04589
-0.09521	0.06995	0.04211
-0.09165	0.07795	0.03895
-0.08659	0.08826	0.03452
-0.09355	0.09636	0.02764
-0.09935	0.09596	0.02276
-0.09464	0.09921	0.01957
-0.08955	0.11410	0.01410
-0.08760	0.11744	0.01226
-0.08507	0.11746	0.01236
-0.08419	0.11824	0.01117
-0.08377	0.11805	0.00915
-0.08060	0.11810	0.00905
-0.08109	0.12552	0.00654
-0.07853	0.13123	0.00746
-0.07625	0.13272	0.01161
-0.07731	0.13796	0.01530
-0.07605	0.14540	0.01810
-0.07283	0.14703	0.02077
-0.06374	0.15852	0.02193
-0.06232	0.17864	0.02006
-0.06468	0.19547	0.01689
-0.05850	0.20490	0.01315
-0.05863	0.19864	0.01307
-0.05971	0.18997	0.01383
-0.05905	0.18547	0.01361
-0.05802	0.18085	0.01336
-0.05880	0.17400	0.01385
-0.06144	0.16594	0.01208
-0.05573	0.16064	0.01976
-0.04801	0.14938	0.03250
-0.04929	0.13425	0.04211
-0.05915	0.12035	0.04815
-0.06482	0.10651	0.05169
-0.06905	0.09448	0.05339
-0.07183	0.08659	0.05442
-0.07443	0.08005	0.05560
-0.07745	0.07470	0.05755
-0.07867	0.07325	0.05816
-0.08254	0.06793	0.06339
-0.08637	0.05932	0.06796
-0.08903	0.05307	0.06984
-0.09370	0.04960	0.07190
-0.09433	0.04528	0.07380
-0.10355	0.04100	0.08074
-0.11261	0.04023	0.08252
-0.11103	0.03878	0.08111
-0.11150	0.03525	0.08195
-0.12440	0.03752	0.07580
-0.12782	0.03538	0.07465
-0.12716	0.03341	0.07482
-0.12889	0.03350	0.07264
-0.12990	0.02885	0.07255
-0.13007	0.02444	0.07198
-0.13065	0.02417	0.07173
-0.13127	0.02212	0.07157
-0.13170	0.01958	0.07047
-0.13325	0.01940	0.06865
-0.13426	0.01577	0.06289
-0.13324	0.01465	0.05628
-0.13420	0.01412	0.05041
-0.13591	0.00973	0.04441
-0.13505	0.00545	0.03580
-0.13897	0.00280	0.02014
-0.14809	0.00163	0.00276
-0.15275	-0.00029	-0.01247
-0.14970	-0.00714	-0.01994
-0.14665	-0.00900	-0.02190
-0.14792	0.01944	-0.03400
-0.14004	0.04088	-0.02576
-0.11107	0.07136	-0.01595
-0.06967	0.12606	-0.01463
-0.01875	0.18170	0.00105
0.06871	0.22623	0.02850
0.15296	0.25298	0.03848
0.21984	0.27387	0.02966
0.29756	0.30215	0.01767
0.40640	0.35015	-0.00070
0.52704	0.42778	-0.04241
0.67816	0.51575	-0.07498
0.81773	0.60733	-0.11412
0.92491	0.70969	-0.18050
1.02630	0.82225	-0.24320
1.09682	0.89854	-0.25724
1.07496	0.83407	-0.26732
1.01237	0.68386	-0.25464
0.92298	0.54178	-0.19392
0.77110	0.42830	-0.10280
0.61068	0.32231	0.00710
0.42531	0.19881	0.15023
0.26138	0.09553	0.25900
0.14826	0.02181	0.30107
0.06565	-0.05180	0.31585
0.00965	-0.10150	0.31472
-0.05452	-0.13054	0.28718
-0.11271	-0.14845	0.25328
-0.13994	-0.15595	0.22923
-0.14280	-0.15140	0.20640
-0.14893	-0.15152	0.18189
-0.15011	-0.14949	0.15921
-0.14859	-0.15051	0.13820
-0.14406	-0.14507	0.11693
-0.12955	-0.12100	0.09815
-0.11309	-0.10072	0.08172
-0.10344	-0.08799	0.06601
-0.10049	-0.07922	0.05520
-0.09906	-0.06676	0.04947
-0.09635	-0.05275	0.04445
-0.09429	-0.04298	0.03792
-0.09288	-0.03267	0.03231
-0.08991	-0.02265	0.02608
-0.08772	-0.01402	0.01853
-0.08885	-0.00755	0.01280
-0.08739	-0.00394	0.01043
-0.09208	0.00027	0.00623
-0.09401	0.00406	0.00293
-0.08920	0.00656	0.00116
-0.08800	0.00930	-0.00190
-0.09244	0.01484	-0.00492
-0.09067	0.01935	-0.00708
-0.08722	0.01936	-0.00954
-0.08621	0.02007	-0.01186
-0.08445	0.02355	-0.01370
-0.08177	0.02411	-0.01382
-0.07906	0.02648	-0.01525
-0.07882	0.02747	-0.01780
-0.07736	0.02882	-0.01880
-0.07310	0.03255	-0.01985
-0.07024	0.03148	-0.02134
-0.06938	0.03002	-0.02274
-0.06878	0.03296	-0.02603
-0.06713	0.03567	-0.02898
-0.06425	0.03535	-0.03010
-0.06335	0.03477	-0.03210
-0.06340	0.03472	-0.03473
-0.06395	0.03146	-0.03808
-0.06003	0.03526	-0.04107
-0.05045	0.04920	-0.04365
-0.04549	0.05300	-0.04835
-0.04188	0.05275	-0.05056
-0.04031	0.05190	-0.05181
-0.03912	0.05138	-0.05491
-0.03680	0.05190	-0.05755
-0.03336	0.05209	-0.05871
-0.03083	0.05092	-0.06296
-0.02962	0.04977	-0.06703
-0.02805	0.04595	-0.06897
-0.02525	0.04535	-0.07430
-0.01719	0.06178	-0.08074
-0.01176	0.06979	-0.08447
-0.00861	0.06835	-0.08840
-0.00261	0.06927	-0.09390
0.00430	0.07165	-0.10060
0.00720	0.07041	-0.10602
0.01239	0.07601	-0.10837
0.01810	0.08004	-0.11057
0.02398	0.08281	-0.11662
0.03460	0.09295	-0.12440
0.04543	0.09871	-0.13272
0.05667	0.11016	-0.13812
0.06667	0.12055	-0.14545
0.07592	0.12182	-0.15652
0.08445	0.11915	-0.16585
0.08692	0.12300	-0.17681
0.09197	0.11918	-0.19019
0.10189	0.13123	-0.20021
0.11148	0.14760	-0.20576
0.12035	0.14100	-0.21270
0.14108	0.15861	-0.22653
0.15681	0.17258	-0.23860
0.16919	0.17919	-0.24929
0.17981	0.18909	-0.26104
0.18555	0.19350	-0.26870
0.19201	0.19439	-0.27808
0.20252	0.21179	-0.29150
0.21600	0.22546	-0.30095
0.23227	0.23240	-0.31036
0.25100	0.24945	-0.32800
0.26576	0.26308	-0.34083
0.27495	0.26880	-0.34923
0.28814	0.27986	-0.36117
0.29801	0.29701	-0.37737
0.30105	0.30210	-0.38905
0.31523	0.30292	-0.39723
0.32262	0.31906	-0.41186
0.32351	0.33252	-0.42581
0.33271	0.33856	-0.43185
0.35140	0.35365	-0.43685
0.35908	0.36248	-0.44751
0.36796	0.37718	-0.44898
0.37377	0.38309	-0.44371
0.36745	0.38009	-0.44105
0.35320	0.38285	-0.44295
0.35012	0.37956	-0.44090
0.34867	0.37927	-0.43665
0.34505	0.37874	-0.43388
0.33932	0.37671	-0.42840
0.33380	0.37750	-0.41540
0.32617	0.37222	-0.40080
0.30891	0.36367	-0.38827
0.29252	0.35498	-0.37418
0.27399	0.34940	-0.35537
0.24395	0.34315	-0.33540
0.22553	0.32140	-0.31089
0.20563	0.30014	-0.28823
0.18196	0.28136	-0.26874
0.16309	0.26239	-0.25089
0.14735	0.24680	-0.23190
0.13023	0.23270	-0.21125
0.11202	0.22147	-0.19222
0.09549	0.20902	-0.17363
0.07406	0.19215	-0.15734
0.04770	0.17640	-0.14410
0.03042	0.15909	-0.12929
0.01610	0.14488	-0.11705
0.00328	0.13175	-0.10375
-0.00642	0.11977	-0.08931
-0.01385	0.10995	-0.07725
-0.02136	0.10000	-0.06555
-0.02875	0.08963	-0.05323
-0.03540	0.07930	-0.04351
-0.04228	0.07335	-0.03618
-0.05010	0.07040	-0.02795
-0.05672	0.06433	-0.02096
-0.06183	0.06011	-0.01528
-0.06549	0.05549	-0.01014
-0.06887	0.04999	-0.00559
-0.07125	0.04600	-0.00340
-0.07267	0.04410	0.00052
-0.07595	0.04250	0.00503
-0.07879	0.04420	0.00668
-0.08225	0.04253	0.00790
-0.08605	0.03845	0.01070
-0.08741	0.03887	0.01404
-0.08421	0.04006	0.01794
-0.08257	0.03812	0.02109
-0.08449	0.03587	0.02408
-0.08435	0.03540	0.02695
-0.08417	0.03621	0.02806
-0.08622	0.03375	0.03009
-0.08593	0.03054	0.03371
-0.08352	0.03098	0.03506
-0.08390	0.03105	0.03495
-0.08514	0.02761	0.03543
-0.08571	0.02587	0.03561
-0.08524	0.02765	0.03555
-0.08601	0.02599	0.03597
-0.08725	0.02255	0.03645
-0.08573	0.02227	0.03689
-0.08504	0.02306	0.03688
-0.08597	0.02048	0.03724
-0.08691	0.01805	0.03765
-0.08695	0.01865	0.03785
-0.08695	0.01865	0.03785
-0.08726	0.01779	0.03797
-0.08633	0.02037	0.03761
-0.08540	0.02295	0.03725
-0.08540	0.02295	0.03725
-0.08540	0.02295	0.03725
-0.08540	0.02295	0.03725
-0.08540	0.02295	0.03725
-0.08594	0.02282	0.03694
-0.08810	0.02230	0.03570
-0.08810	0.02230	0.03570
-0.08822	0.02244	0.03573
-0.08773	0.02196	0.03607
-0.08672	0.02124	0.03813
-0.08620	0.02100	0.03985
-0.08672	0.02124	0.03813
-0.08740	0.02118	0.03787
-0.08769	0.02094	0.03890
-0.08755	0.02100	0.03870
-0.08755	0.02100	0.03870
-0.08755	0.02100	0.03870
-0.08793	0.02107	0.03859
-0.08641	0.02079	0.03903
-0.08261	0.02009	0.04013
-0.08185	0.01995	0.04035
-0.09381	0.02181	0.03785
-0.09579	0.02180	0.03777
-0.09345	0.02108	0.03870
-0.09385	0.02125	0.03850
-0.09385	0.02125	0.03850
-0.09509	0.01781	0.03898
-0.09578	0.01702	0.03899
-0.09464	0.01681	0.03932
-0.09364	0.01654	0.03985
-0.09420	0.01630	0.04065
-0.09420	0.01630	0.04065
-0.09420	0.01630	0.04065
-0.09382	0.01623	0.04076
-0.09456	0.01546	0.04083
-0.09600	0.01210	0.04155
-0.09468	0.01270	0.04299
-0.09410	0.01284	0.04303
-0.09407	0.01283	0.04449
-0.09384	0.01276	0.04646
-0.09460	0.01260	0.04750
-0.09518	0.01355	0.04839
-0.09345	0.01457	0.04921
-0.09315	0.01129	0.04926
-0.09553	0.00891	0.04889
-0.09755	0.00900	0.04820
-0.09991	0.00856	0.04720
-0.10206	0.00789	0.04591
-0.10332	0.00814	0.04562
-0.10375	0.00866	0.04627
-0.10475	0.00870	0.04755
-0.10531	0.00846	0.04835
-0.10567	0.00939	0.04850
-0.10561	0.00666	0.04937
-0.10877	0.00448	0.04901
-0.11485	0.00560	0.04725
-0.11371	0.00539	0.04758
-0.11229	0.00589	0.04737
-0.11401	0.00330	0.04709
-0.11460	0.00072	0.04776
-0.11290	0.00045	0.04855
-0.11454	-0.00031	0.04903
-0.11575	-0.00061	0.04964
-0.11503	-0.00100	0.05057
-0.11368	-0.00208	0.05093
-0.11530	-0.00545	0.05130
-0.11568	-0.00538	0.05119
-0.11431	-0.00560	0.05181
-0.11370	-0.00568	0.05221
-0.11365	-0.00570	0.05215
-0.11365	-0.00570	0.05215
-0.11390	-0.00951	0.05429
-0.11383	-0.00980	0.05668
-0.11371	-0.00920	0.05836
-0.11391	-0.00933	0.05836
-0.11475	-0.01005	0.05780
-0.11475	-0.01005	0.05780
-0.11513	-0.00998	0.05769
-0.11399	-0.01019	0.05802
-0.11299	-0.01046	0.05855
-0.11355	-0.01070	0.05935
-0.11355	-0.01070	0.05935
-0.11481	-0.01323	0.05954
-0.11475	-0.01596	0.06041
-0.11307	-0.01532	0.06091
-0.11345	-0.01525	0.06080
-0.11345	-0.01525	0.06080
-0.11291	-0.01512	0.06111
-0.11453	-0.01551	0.06018
-0.11615	-0.01590	0.05925
-0.11615	-0.01590	0.05925
-0.11653	-0.01583	0.05914
-0.11473	-0.01553	0.05942
-0.11527	-0.01656	0.06139
-0.11769	-0.01681	0.06290
-0.11695	-0.01790	0.06235
-0.11657	-0.01797	0.06246
-0.11788	-0.02048	0.06271
-0.11850	-0.02220	0.06295
-0.11850	-0.02220	0.06295
-0.11850	-0.02220	0.06295
-0.11578	-0.01924	0.06235
-0.11640	-0.01879	0.06149
-0.11822	-0.01962	0.06012
-0.11750	-0.02000	0.06010
-0.11750	-0.02000	0.06010
-0.11750	-0.02000	0.06010
-0.11750	-0.02000	0.06010
-0.11788	-0.01993	0.05999
-0.11681	-0.01921	0.06009
-0.11595	-0.01570	0.05950
-0.12697	-0.01367	0.05631
-0.12907	-0.01376	0.05532
-0.12661	-0.01469	0.05565
-0.12667	-0.01452	0.05576
-0.12515	-0.01480	0.05620
-0.12515	-0.01480	0.05620
-0.12359	-0.01483	0.05593
-0.12272	-0.01565	0.05567
-0.12439	-0.02092	0.05676
-0.12555	-0.02800	0.05840
-0.12710	-0.03230	0.05900
-0.12655	-0.02965	0.05853
-0.12448	-0.02728	0.05850
-0.12365	-0.02835	0.05895
-0.12365	-0.02835	0.05895
-0.12213	-0.02863	0.05939
-0.12175	-0.02870	0.05950
-0.12099	-0.02884	0.05972
-0.12039	-0.02918	0.05974
-0.12255	-0.02970	0.05850
-0.12103	-0.02998	0.05894
-0.12027	-0.03012	0.05916
-0.12065	-0.03005	0.05905
-0.12027	-0.03012	0.05916
-0.11875	-0.03040	0.05960
-0.11751	-0.02696	0.05912
-0.11666	-0.02597	0.05931
-0.11828	-0.02636	0.05838
-0.11990	-0.02675	0.05745
-0.12180	-0.02640	0.05690
-0.12826	-0.02521	0.05503
-0.12889	-0.02513	0.05524
-0.12738	-0.02530	0.05450
-0.12815	-0.02505	0.05310
-0.12815	-0.02505	0.05310
-0.12815	-0.02505	0.05310
-0.12800	-0.02511	0.05292
-0.12754	-0.02431	0.05262
-0.12853	-0.02611	0.05270
-0.13070	-0.03460	0.05345
-0.13073	-0.03918	0.05449
-0.12942	-0.03667	0.05424
-0.12887	-0.03402	0.05377
-0.12880	-0.03495	0.05400
-0.12880	-0.03495	0.05400
-0.12864	-0.03523	0.05320
-0.12900	-0.03517	0.05157
-0.12937	-0.03489	0.05056
-0.12888	-0.03512	0.05082
-0.12740	-0.03560	0.05070
-0.12740	-0.03560	0.05070
-0.12776	-0.03624	0.05107
-0.12668	-0.03432	0.04996
-0.12555	-0.03242	0.04879
-0.12535	-0.03250	0.04855
-0.12535	-0.03250	0.04855
-0.12538	-0.03265	0.04813
-0.12541	-0.03280	0.04771
-0.12502	-0.03282	0.04796
-0.12350	-0.03310	0.04840
-0.12406	-0.03306	0.04612
-0.12418	-0.03274	0.04352
-0.12396	-0.03301	0.04137
-0.12334	-0.03087	0.03881
-0.11850	-0.02275	0.03615
-0.11406	-0.01583	0.03263
-0.12123	-0.00651	0.02598
-0.12617	0.00176	0.01895
-0.12105	0.00774	0.01413
-0.11615	0.01465	0.01030
-0.11396	0.01773	0.00661
-0.11373	0.02040	0.00105
-0.11128	0.02442	-0.00193
-0.10890	0.02770	-0.00422
-0.10910	0.02695	-0.00665
-0.10311	0.02994	-0.00051
-0.09850	0.03340	0.00352
-0.09536	0.03335	0.00856
-0.08977	0.03340	0.01707
-0.08755	0.04065	0.02075
-0.09915	0.04638	0.01929
-0.10024	0.05026	0.02038
-0.08999	0.05298	0.02318
-0.08730	0.06961	0.01925
-0.08995	0.10500	0.01065
-0.07844	0.12586	0.00970
-0.07485	0.11961	0.01278
-0.07623	0.10773	0.01601
-0.07474	0.10102	0.01738
-0.07460	0.09345	0.01855
-0.07312	0.08309	0.02211
-0.07287	0.07428	0.02445
-0.07500	0.06897	0.02547
-0.07388	0.06009	0.03269
-0.07180	0.04925	0.04325
-0.07294	0.04332	0.04630
-0.07433	0.03742	0.04660
-0.07478	0.02719	0.04851
-0.07919	0.01795	0.05013
-0.08720	0.01090	0.04995
-0.09225	0.00278	0.04830
-0.10092	-0.00540	0.05212
-0.11000	-0.01395	0.05668
-0.11232	-0.02065	0.05873
-0.11255	-0.02760	0.06195
-0.11782	-0.03430	0.06397
-0.12103	-0.04057	0.06775
-0.12399	-0.04734	0.07037
-0.12709	-0.05359	0.07200
-0.12890	-0.05705	0.07390
-0.13250	-0.06013	0.07414
-0.13630	-0.06350	0.07385
-0.13768	-0.06574	0.07398
-0.13771	-0.06455	0.07361
-0.13770	-0.06450	0.07375
-0.13742	-0.06822	0.07467
-0.13785	-0.06939	0.07417
-0.13856	-0.06684	0.07275
-0.13829	-0.06896	0.07345
-0.13800	-0.07290	0.07375
-0.13980	-0.07298	0.07223
-0.14154	-0.07362	0.07113
-0.14410	-0.07346	0.06515
-0.14858	-0.07605	0.05836
-0.15395	-0.08425	0.05495
-0.15621	-0.08944	0.04089
-0.16435	-0.08722	0.01924
-0.17020	-0.08007	0.00099
-0.17229	-0.07385	-0.01183
-0.17505	-0.07050	-0.02345
-0.16729	-0.06553	-0.02679
-0.15544	-0.05531	-0.03071
-0.15200	-0.05604	-0.02677
-0.14793	-0.04221	-0.02425
-0.12325	0.01045	-0.02985
-0.06893	0.05444	-0.01010
0.01167	0.09819	0.00353
0.09792	0.14018	0.01559
0.17673	0.17637	0.02562
0.25595	0.20915	0.01525
0.35509	0.24716	-0.00481
0.47397	0.31534	-0.02236
0.61037	0.39235	-0.04694
0.74881	0.48133	-0.09072
0.86970	0.59680	-0.15230
0.97377	0.69035	-0.21331
1.06475	0.77908	-0.25139
1.07762	0.80900	-0.28593
1.02729	0.70930	-0.27976
0.96685	0.52665	-0.19870
0.82833	0.41573	-0.12951
0.67114	0.31474	-0.02298
0.48148	0.18338	0.11753
0.28697	0.05472	0.23400
0.15790	-0.03210	0.29160
0.06838	-0.09648	0.31392
-0.00353	-0.14754	0.30577
-0.07398	-0.20029	0.29118
-0.12730	-0.23062	0.27244
-0.14850	-0.22005	0.23975
-0.17062	-0.21561	0.21223
-0.17806	-0.21615	0.19067
-0.17466	-0.21765	0.16998
-0.17434	-0.21886	0.14823
-0.17385	-0.21895	0.13055
-0.15887	-0.21964	0.12044
-0.14404	-0.20475	0.10631
-0.13036	-0.18375	0.09602
-0.12032	-0.16958	0.08701
-0.11370	-0.15945	0.07205
-0.10344	-0.14883	0.06173
-0.09978	-0.13825	0.05513
-0.09897	-0.12830	0.05097
-0.09757	-0.11954	0.04546
-0.09900	-0.11340	0.03780
-0.10012	-0.10720	0.03272
-0.09932	-0.10015	0.02721
-0.09710	-0.09353	0.02373
-0.09657	-0.08729	0.01994
-0.09565	-0.08005	0.01490
-0.09301	-0.07645	0.01342
-0.09149	-0.07255	0.01029
-0.09376	-0.07074	0.00626
-0.09211	-0.07028	0.00437
-0.08505	-0.06735	0.00260
-0.08181	-0.06824	0.00323
-0.08006	-0.06984	-0.00041
-0.07651	-0.06713	-0.00390
-0.07342	-0.06436	-0.00440
-0.07240	-0.06525	-0.00655
-0.07038	-0.06282	-0.00950
-0.06767	-0.06092	-0.01087
-0.06604	-0.06260	-0.01142
-0.06526	-0.06141	-0.01443
-0.06350	-0.05765	-0.01935
-0.06110	-0.05753	-0.02163
-0.05896	-0.05584	-0.02442
-0.05685	-0.05339	-0.02737
-0.05597	-0.05433	-0.02970
-0.05505	-0.05525	-0.03230
-0.05118	-0.05123	-0.03284
-0.04696	-0.04957	-0.03497
-0.04365	-0.05059	-0.03665
-0.04086	-0.05019	-0.03788
-0.03855	-0.04800	-0.04190
-0.03403	-0.04504	-0.04398
-0.02891	-0.04212	-0.04586
-0.02630	-0.03905	-0.04856
-0.02357	-0.03575	-0.05098
-0.01845	-0.03235	-0.05330
-0.01465	-0.03306	-0.05702
-0.01248	-0.03104	-0.05970
-0.00878	-0.02851	-0.06257
-0.00361	-0.02558	-0.06787
-0.00025	-0.02215	-0.07375
0.00325	-0.01855	-0.07542
0.00858	-0.01479	-0.08942
0.01196	-0.01456	-0.09907
0.01525	-0.01438	-0.10142
0.02390	-0.00820	-0.11050
0.03302	-0.00184	-0.11522
0.04074	0.00431	-0.11823
0.04587	0.01017	-0.12468
0.05286	0.01638	-0.13104
0.06195	0.02255	-0.13450
0.06944	0.02863	-0.14345
0.07491	0.02868	-0.15679
0.07984	0.02572	-0.16655
0.09053	0.03021	-0.17246
0.10545	0.04780	-0.18225
0.11718	0.06079	-0.19178
0.12489	0.06699	-0.20105
0.13171	0.07205	-0.21416
0.14228	0.08439	-0.22870
0.15975	0.10090	-0.23680
0.17343	0.10475	-0.24600
0.17857	0.10364	-0.25998
0.19096	0.11346	-0.27170
0.21071	0.13032	-0.28204
0.22450	0.13785	-0.29575
0.23912	0.14748	-0.30390
0.24709	0.16304	-0.31347
0.25742	0.18114	-0.32525
0.26983	0.19027	-0.33751
0.27815	0.19500	-0.34930
0.29697	0.20831	-0.35742
0.30529	0.21303	-0.36822
0.31141	0.22531	-0.38110
0.32170	0.24405	-0.39119
0.32695	0.24755	-0.39865
0.33977	0.24968	-0.40537
0.35124	0.26174	-0.40988
0.35699	0.27192	-0.41255
0.36073	0.27273	-0.41524
0.36450	0.27300	-0.41820
0.36423	0.28166	-0.41785
0.35978	0.28525	-0.41644
0.35322	0.30024	-0.41836
0.34682	0.31353	-0.41593
0.33790	0.29975	-0.40825
0.32631	0.28878	-0.40965
0.31739	0.27645	-0.39577
0.30579	0.26641	-0.37858
0.28975	0.25819	-0.36514
0.27365	0.24625	-0.34650
0.25804	0.23487	-0.33057
0.23954	0.22246	-0.30964
0.21925	0.21444	-0.28874
0.19567	0.20361	-0.27072
0.16775	0.17705	-0.24855
0.14505	0.15442	-0.22894
0.12458	0.13798	-0.21243
0.10463	0.12267	-0.19640
0.08657	0.10716	-0.17977
0.06910	0.09565	-0.16440
0.05158	0.08665	-0.15052
0.03485	0.07390	-0.13434
0.01641	0.06052	-0.11853
-0.00141	0.04738	-0.10485
-0.01615	0.03385	-0.09325
-0.02857	0.02192	-0.08228
-0.03610	0.01210	-0.06839
-0.04200	0.00569	-0.05669
-0.04860	-0.00095	-0.04811
-0.05680	-0.00795	-0.04075
-0.06234	-0.01818	-0.03408
-0.06753	-0.02703	-0.02844
-0.07579	-0.03312	-0.02280
-0.08397	-0.03766	-0.01581
-0.08865	-0.04520	-0.00915
-0.09305	-0.04955	-0.00490
-0.09637	-0.05252	-0.00087
-0.09620	-0.05572	0.00306
-0.09840	-0.05954	0.00464
-0.10295	-0.06265	0.00630
-0.10298	-0.06209	0.00752
-0.10315	-0.06437	0.01069
-0.10596	-0.06741	0.01307
-0.10822	-0.06645	0.01312
-0.10810	-0.06545	0.01300
-0.10856	-0.06624	0.01255
-0.11005	-0.06878	0.01308
-0.11203	-0.07147	0.01324
-0.11351	-0.07125	0.01185
-0.11145	-0.07140	0.01260
-0.10873	-0.07092	0.01612
-0.10804	-0.07075	0.01714
-0.10806	-0.07085	0.01686
-0.10766	-0.07082	0.01725
-0.10610	-0.07090	0.01825
-0.10610	-0.07090	0.01825
-0.10611	-0.07095	0.01811
-0.10608	-0.07080	0.01853
-0.10605	-0.07065	0.01895
-0.10605	-0.07065	0.01895
-0.10605	-0.07065	0.01895
-0.10606	-0.07070	0.01881
-0.10603	-0.07055	0.01923
-0.10564	-0.07119	0.02051
-0.10420	-0.07435	0.02395
-0.10420	-0.07435	0.02395
-0.10420	-0.07435	0.02395
-0.10344	-0.07449	0.02417
-0.10230	-0.07470	0.02450
-0.10230	-0.07470	0.02450
-0.10230	-0.07470	0.02450
-0.10285	-0.07482	0.02467
-0.10288	-0.07518	0.02656
-0.10229	-0.07547	0.02754
-0.10205	-0.07615	0.02710
-0.10205	-0.07615	0.02710
-0.10137	-0.07596	0.02721
-0.10341	-0.07653	0.02688
-0.10545	-0.07710	0.02655
-0.10545	-0.07710	0.02655
-0.10545	-0.07710	0.02655
-0.10371	-0.08028	0.02886
-0.10114	-0.08453	0.03162
-0.09751	-0.08158	0.03168
-0.09410	-0.07980	0.03300
-0.09865	-0.09838	0.03596
-0.10114	-0.09956	0.03676
-0.10077	-0.09393	0.03671
-0.10120	-0.09445	0.03705
-0.10120	-0.09445	0.03705
-0.10268	-0.09397	0.03717
-0.10339	-0.09507	0.03921
-0.10249	-0.09285	0.04074
-0.10155	-0.09015	0.03975
-0.10345	-0.08980	0.03920
-0.10345	-0.08980	0.03920
-0.10307	-0.08987	0.03931
-0.10421	-0.08966	0.03898
-0.10586	-0.08939	0.03888
-0.10600	-0.08950	0.04035
-0.10458	-0.08605	0.04022
-0.10602	-0.08438	0.04005
-0.10734	-0.08366	0.04005
-0.10690	-0.08390	0.04005
-0.10690	-0.08390	0.04005
-0.11096	-0.08407	0.03826
-0.11100	-0.08185	0.03805
-0.11046	-0.07930	0.03871
-0.11098	-0.07988	0.03894
-0.11250	-0.07960	0.03850
-0.11250	-0.07960	0.03850
-0.11292	-0.07978	0.03910
-0.11334	-0.07996	0.03970
-0.11312	-0.08078	0.03987
-0.11280	-0.08430	0.04135
-0.11304	-0.08362	0.04179
-0.11458	-0.08378	0.04077
-0.11662	-0.08435	0.04044
-0.11637	-0.08446	0.04178
-0.11585	-0.08470	0.04350
-0.11705	-0.08794	0.04454
-0.11772	-0.08863	0.04483
-0.11660	-0.08894	0.04488
-0.11558	-0.08911	0.04569
-0.11610	-0.08915	0.04705
-0.11610	-0.08915	0.04705
-0.11699	-0.09180	0.04721
-0.11804	-0.09417	0.04817
-0.11785	-0.09310	0.04865
-0.11785	-0.09310	0.04865
-0.11819	-0.09283	0.04910
-0.11650	-0.09214	0.04974
-0.11642	-0.09477	0.05089
-0.11803	-0.09708	0.05139
-0.11765	-0.09715	0.05150
-0.11785	-0.09707	0.05174
-0.11782	-0.09702	0.05152
-0.11811	-0.09709	0.05242
-0.11891	-0.09794	0.05368
-0.12035	-0.10130	0.05440
-0.12073	-0.10123	0.05429
-0.11916	-0.10153	0.05467
-0.11855	-0.10161	0.05507
-0.11869	-0.10150	0.05539
-0.11865	-0.10130	0.05595
-0.11757	-0.10104	0.05657
-0.12523	-0.10319	0.05315
-0.12877	-0.10422	0.05245
-0.12581	-0.10332	0.05406
-0.12635	-0.10345	0.05375
-0.12551	-0.10721	0.05695
-0.12559	-0.10839	0.05878
-0.12627	-0.10845	0.05852
-0.12533	-0.10838	0.05949
-0.12265	-0.10810	0.06245
-0.12247	-0.10861	0.06212
-0.12199	-0.10997	0.06124
-0.12265	-0.10810	0.06245
-0.12336	-0.10539	0.06389
-0.12200	-0.10645	0.06195
-0.12194	-0.10662	0.06184
-0.12053	-0.10600	0.06306
-0.11906	-0.10555	0.06417
-0.11954	-0.10565	0.06394
-0.11950	-0.10545	0.06450
-0.12002	-0.10521	0.06278
-0.12069	-0.10528	0.06204
-0.11907	-0.10489	0.06297
-0.11783	-0.10443	0.06379
-0.11935	-0.10415	0.06335
-0.11935	-0.10415	0.06335
-0.11928	-0.10404	0.06389
-0.11949	-0.10437	0.06227
-0.11970	-0.10470	0.06065
-0.11970	-0.10470	0.06065
-0.11990	-0.10462	0.06089
-0.11995	-0.10460	0.06095
-0.11995	-0.10460	0.06095
-0.11994	-0.10448	0.06032
-0.11990	-0.10400	0.05780
-0.11990	-0.10400	0.05780
-0.11952	-0.10407	0.05791
-0.12066	-0.10386	0.05758
-0.12180	-0.10365	0.05725
-0.12180	-0.10365	0.05725
-0.12124	-0.10341	0.05645
-0.12089	-0.10302	0.05787
-0.12068	-0.10269	0.05949
-0.12075	-0.10280	0.05895
-0.12075	-0.10280	0.05895
-0.12075	-0.10280	0.05895
-0.12102	-0.10280	0.05872
-0.12021	-0.10280	0.05941
